brightness_1, 2121
brightness_2, 3535
contrast_1, 2121
contrast_2, 3535
crop_1, 2121
crop_2, 3535
flip_0, 1414
flip_1, 1414
flip_2, 2828
gamma_correction_1, 2121
gamma_correction_2, 3535
gaussian_blur_1, 2121
gaussian_blur_2, 3535
rotation_1, 2121
rotation_2, 3535
saturation_1, 2121
saturation_2, 3535
scale_1, 2121
scale_2, 3535
sharpen_1, 2121
sharpen_2, 3535
shear_1, 6363
shear_2, 17675
shift_1, 6363
shift_2, 17675
train, 707
