epoch;dice_coef;loss;precision;recall;val_dice_coef;val_loss;val_precision;val_recall
0;0.004793709609657526;0.2424134761095047;0.003009147709235549;0.07566077262163162;4.872232062247406e-10;0.050787024199962616;0.0;0.0
1;6.213541200850159e-05;0.04609239101409912;0.03537174314260483;3.1138581107370555e-05;1.8883509937950294e-06;0.047616418451070786;0.005714286118745804;9.440419148631918e-07
2;0.19214600324630737;0.0329730249941349;0.6596916317939758;0.13717123866081238;0.5091409087181091;0.03801718354225159;0.6698783040046692;0.4348732829093933
3;0.4335227906703949;0.029450247064232826;0.7400466799736023;0.34736597537994385;0.5004196763038635;0.028557682409882545;0.7479849457740784;0.4036161005496979
4;0.4931149482727051;0.02673872373998165;0.7524979114532471;0.40680786967277527;0.4382687509059906;0.027976475656032562;0.7671772241592407;0.32258182764053345
5;0.5314017534255981;0.024904970079660416;0.7694066166877747;0.4441925585269928;0.5269904136657715;0.026135461404919624;0.7928434610366821;0.4109359085559845
6;0.5885781049728394;0.023021550849080086;0.7815771698951721;0.5096333622932434;0.5801529288291931;0.024873873218894005;0.7777144908905029;0.48378509283065796
7;0.6449207067489624;0.02092690020799637;0.8007842898368835;0.5757607221603394;0.6552421450614929;0.02152629755437374;0.8356732130050659;0.5574615597724915
8;0.6805605888366699;0.018939044326543808;0.8140906095504761;0.6156065464019775;0.7010051012039185;0.018590936437249184;0.8347697257995605;0.6194198727607727
9;0.7088811993598938;0.017436839640140533;0.8214524984359741;0.6503266096115112;0.7282422780990601;0.017964687198400497;0.8220097422599792;0.6706753373146057
10;0.7350602149963379;0.015854038298130035;0.827203631401062;0.6868453621864319;0.7431986927986145;0.01797323115170002;0.7894378900527954;0.7128322124481201
11;0.7613726854324341;0.014313768595457077;0.8364797830581665;0.719805121421814;0.7698757648468018;0.01669370010495186;0.7835638523101807;0.7711285352706909
12;0.7921274304389954;0.012619568035006523;0.8499094843864441;0.7596684694290161;0.7813262939453125;0.015223359689116478;0.785256564617157;0.7875820994377136
13;0.81504225730896;0.011314577423036098;0.8598672747612;0.7893531918525696;0.7868375182151794;0.01584690436720848;0.7806410193443298;0.8055569529533386
14;0.8279001712799072;0.010240044444799423;0.8660873174667358;0.8045684099197388;0.7899993658065796;0.015013922937214375;0.7436717748641968;0.8603324294090271
15;0.857470691204071;0.008454091846942902;0.8828794956207275;0.8406939506530762;0.8065788149833679;0.015528181567788124;0.7833279967308044;0.8471470475196838
16;0.8805570006370544;0.006982683204114437;0.9002100825309753;0.8657500147819519;0.813683271408081;0.01658531464636326;0.7786873579025269;0.861971914768219
17;0.8920140266418457;0.006177050992846489;0.9070107936859131;0.8808493614196777;0.7971933484077454;0.01749606989324093;0.8222489953041077;0.820647656917572
18;0.8997368216514587;0.005693406797945499;0.9139169454574585;0.888696551322937;0.8059045672416687;0.018384503200650215;0.8128678798675537;0.8105865716934204
19;0.8581150770187378;0.008508884347975254;0.8892332911491394;0.8380006551742554;0.7925409078598022;0.017531748861074448;0.7736309766769409;0.823494017124176
20;0.8890643119812012;0.0065834675915539265;0.908412754535675;0.8755089640617371;0.8157206773757935;0.017399203032255173;0.8444718718528748;0.7983134388923645
21;0.909426748752594;0.005183935631066561;0.9231032133102417;0.8997138738632202;0.8095662593841553;0.018638260662555695;0.8718950152397156;0.76319420337677
22;0.9291837811470032;0.00401073694229126;0.9363225102424622;0.9233214259147644;0.8262786269187927;0.017432240769267082;0.8628489971160889;0.797899067401886
23;0.9381590485572815;0.0034511385019868612;0.9430811405181885;0.9340214133262634;0.8310717940330505;0.019441967830061913;0.8621267676353455;0.8095375299453735
24;0.9438371062278748;0.003124407259747386;0.948521077632904;0.9397711753845215;0.8330811262130737;0.020183460786938667;0.8668176531791687;0.8081231117248535
25;0.9463707804679871;0.002968671265989542;0.9504457712173462;0.9429581165313721;0.8374127745628357;0.019644424319267273;0.8572264313697815;0.8283537030220032
