epoch;dice_coef;loss;precision;recall;val_dice_coef;val_loss;val_precision;val_recall
0;0.002815782558172941;0.16823194921016693;0.05262485146522522;0.042548198252916336;0.002542058238759637;0.04137735068798065;0.8529737591743469;0.0012738656951114535
1;0.36601948738098145;0.03237619623541832;0.7980227470397949;0.2855914235115051;0.5421391129493713;0.024983346462249756;0.8443200588226318;0.41826871037483215
2;0.5154212117195129;0.027621367946267128;0.8070510625839233;0.4163718819618225;0.5979910492897034;0.023793047294020653;0.824782133102417;0.4928600788116455
3;0.5696829557418823;0.024481937289237976;0.8211176991462708;0.4712003767490387;0.6032825112342834;0.020975494757294655;0.8755154609680176;0.48286503553390503
4;0.6257646679878235;0.022074872627854347;0.8234065175056458;0.5380167365074158;0.6838366985321045;0.018914932385087013;0.820645809173584;0.6103391051292419
5;0.6791142225265503;0.019644103944301605;0.8340582251548767;0.6015655398368835;0.7130342125892639;0.019635608419775963;0.8096632361412048;0.6606881618499756
6;0.721378743648529;0.017161311581730843;0.8400937914848328;0.6573679447174072;0.7414910197257996;0.016428999602794647;0.7976479530334473;0.7108120918273926
7;0.7507115006446838;0.015354949980974197;0.8477829098701477;0.6963056921958923;0.7403038740158081;0.0142240384593606;0.834809422492981;0.7003108859062195
8;0.7745091915130615;0.01400789525359869;0.8548262715339661;0.726012647151947;0.7817124128341675;0.012937095947563648;0.8406416177749634;0.751264214515686
9;0.8007773160934448;0.012345168739557266;0.860075056552887;0.7616206407546997;0.8095667362213135;0.011972753331065178;0.8416856527328491;0.7969439625740051
10;0.8199893236160278;0.011197776533663273;0.8687636852264404;0.7874864935874939;0.8028823733329773;0.011884616687893867;0.8812087178230286;0.7532376050949097
11;0.8402959108352661;0.00981947686523199;0.8822121024131775;0.8108963370323181;0.8110719919204712;0.011866997927427292;0.8269599676132202;0.8080360889434814
12;0.8285232782363892;0.010960000567138195;0.878406822681427;0.7981977462768555;0.8102291822433472;0.01269658375531435;0.7852014899253845;0.8554914593696594
13;0.8678374290466309;0.008067621849477291;0.8983636498451233;0.8436833024024963;0.8310487866401672;0.01268778182566166;0.8181501030921936;0.8578518033027649
14;0.8728565573692322;0.00781568605452776;0.9055699110031128;0.8475952744483948;0.8167510032653809;0.01395096443593502;0.7980082631111145;0.8554248809814453
15;0.8793608546257019;0.00746953347697854;0.9092519879341125;0.8562051057815552;0.8101989030838013;0.013103860430419445;0.8339247107505798;0.8256742358207703
16;0.8700534105300903;0.007977167144417763;0.9050537347793579;0.8451060056686401;0.8278898000717163;0.012692781165242195;0.8251630663871765;0.8493998050689697
17;0.9019525051116943;0.005733413156121969;0.9230414032936096;0.8831139802932739;0.8445824384689331;0.012695929035544395;0.8170620799064636;0.8883474469184875
18;0.9111336469650269;0.005160612519830465;0.9297329187393188;0.8944622278213501;0.8382598757743835;0.012857827357947826;0.825337827205658;0.8639470934867859
19;0.9182410836219788;0.004723943769931793;0.9346551299095154;0.9027414917945862;0.8341179490089417;0.012954536825418472;0.8352484107017517;0.8441412448883057
20;0.8950546383857727;0.006576891988515854;0.927169680595398;0.8741794228553772;0.8146121501922607;0.011443995870649815;0.8204252123832703;0.8250411152839661
21;0.8715337514877319;0.00824558176100254;0.9073964953422546;0.8464295864105225;0.849825918674469;0.013159460388123989;0.8379200100898743;0.8760894536972046
22;0.9262111783027649;0.004333716817200184;0.9420540928840637;0.9115052223205566;0.8517687320709229;0.013736555352807045;0.8579998016357422;0.8599272966384888
23;0.9352361559867859;0.003724873997271061;0.9490072131156921;0.922156035900116;0.8234500288963318;0.014341745525598526;0.8424361348152161;0.8465706706047058
24;0.9381033778190613;0.003513835836201906;0.9511154890060425;0.9257076978683472;0.8306391835212708;0.015771057456731796;0.8091672658920288;0.8755656480789185
25;0.9431402087211609;0.0032468526624143124;0.9554999470710754;0.9313268065452576;0.8471941351890564;0.015863647684454918;0.8490539789199829;0.8599940538406372
26;0.9343688488006592;0.0039051102939993143;0.9515196084976196;0.9207320213317871;0.7818270921707153;0.01763189025223255;0.8280301094055176;0.7606163620948792
27;0.8889346122741699;0.007065288722515106;0.9191177487373352;0.8666873574256897;0.8141277432441711;0.014122785069048405;0.8201757669448853;0.8240078687667847
28;0.9356443285942078;0.0037529419641941786;0.9494600296020508;0.9232757687568665;0.8537344336509705;0.012204975821077824;0.8557676076889038;0.8625171184539795
29;0.9513804912567139;0.002791904378682375;0.9622392654418945;0.9410592317581177;0.8665039539337158;0.014225722290575504;0.8706712126731873;0.873008668422699
30;0.9549840688705444;0.002569010714069009;0.9652042984962463;0.9453762173652649;0.8593127727508545;0.015090299770236015;0.8666138648986816;0.8644888401031494
31;0.9551031589508057;0.00252845068462193;0.9652727246284485;0.9455580115318298;0.8380826711654663;0.014992653392255306;0.8597181439399719;0.8503894209861755
32;0.9518601894378662;0.002708256710320711;0.9623954892158508;0.9420474171638489;0.8545226454734802;0.014424804598093033;0.844646692276001;0.8806383013725281
33;0.9148030877113342;0.005822041537612677;0.9406940340995789;0.8976160287857056;0.8102188110351562;0.014223000034689903;0.7513775825500488;0.9006659984588623
