epoch;dice_coef;loss;precision;recall;val_dice_coef;val_loss;val_precision;val_recall
0;0.00572354719042778;0.16791345179080963;0.011071865446865559;0.04915326088666916;7.078403723426163e-05;0.03687948361039162;0.08615092933177948;3.540911711752415e-05
1;0.23284760117530823;0.03390536829829216;0.7908841967582703;0.17348842322826385;0.49720999598503113;0.02748280018568039;0.881765604019165;0.3673107624053955
2;0.5320716500282288;0.02587316185235977;0.8180184960365295;0.43102118372917175;0.5268486738204956;0.023513298481702805;0.9034712314605713;0.39526650309562683
3;0.6455203294754028;0.020204398781061172;0.8322241306304932;0.5605530738830566;0.6824111938476562;0.01917964220046997;0.8641866445541382;0.5817439556121826
4;0.7301622629165649;0.016386019065976143;0.8405331969261169;0.6709499359130859;0.7434310913085938;0.016227180138230324;0.836905837059021;0.6938830018043518
5;0.7829941511154175;0.013377108611166477;0.854927659034729;0.7432149052619934;0.797000527381897;0.0141397500410676;0.8262374997138977;0.7844750881195068
6;0.8144583106040955;0.011295612901449203;0.8657006621360779;0.7838991284370422;0.8166804313659668;0.012756140902638435;0.846903920173645;0.8009819984436035
7;0.8413852453231812;0.009526138193905354;0.8796219229698181;0.8175799250602722;0.7696563601493835;0.014613797888159752;0.8534843921661377;0.7134768962860107
8;0.8613865971565247;0.00822972971946001;0.8892458081245422;0.8427076935768127;0.7982828617095947;0.014171331189572811;0.875211238861084;0.7455719113349915
9;0.8955166935920715;0.005987725220620632;0.9110928177833557;0.8832045197486877;0.8130919933319092;0.014319597743451595;0.8721309900283813;0.7720170021057129
10;0.914323091506958;0.00477187754586339;0.9242531657218933;0.9063025712966919;0.8211419582366943;0.015068285167217255;0.8601371049880981;0.7944498658180237
11;0.8960491418838501;0.006300073582679033;0.9153997898101807;0.8832362294197083;0.8112949132919312;0.014178834855556488;0.8697953224182129;0.7792293429374695
12;0.9307116866111755;0.0038837443571537733;0.9380639791488647;0.924384355545044;0.8311756253242493;0.016031956300139427;0.8545913696289062;0.8229972124099731
13;0.9447817802429199;0.0030879348050802946;0.949439287185669;0.9406880140304565;0.8441288471221924;0.01837598904967308;0.8802121877670288;0.8214958906173706
14;0.9504519104957581;0.002772402251139283;0.9539390802383423;0.9474161267280579;0.8409891724586487;0.019531380385160446;0.8817465305328369;0.8131394386291504
