epoch;dice_coef;loss;precision;recall;val_dice_coef;val_loss;val_precision;val_recall
0;0.2896619439125061;0.06377562880516052;0.4987472593784332;0.2513684928417206;0.6202868819236755;0.022963590919971466;0.8588700294494629;0.5164241194725037
1;0.6595827341079712;0.01820503920316696;0.8137368559837341;0.5842212438583374;0.6795778870582581;0.018027180805802345;0.8633586764335632;0.5826184749603271
2;0.7638362646102905;0.013220873661339283;0.8491809368133545;0.7127673029899597;0.792737603187561;0.012389801442623138;0.937258243560791;0.6980763077735901
3;0.8082273602485657;0.010792209766805172;0.8678640723228455;0.7702240347862244;0.8630761504173279;0.009506681933999062;0.8635900616645813;0.8698912858963013
4;0.839449405670166;0.009043892845511436;0.8838776350021362;0.809114933013916;0.8700773119926453;0.008273660205304623;0.8731401562690735;0.8725792765617371
5;0.858007550239563;0.007892661727964878;0.8933247327804565;0.8326723575592041;0.8841753602027893;0.007895934395492077;0.8738795518875122;0.8982058763504028
6;0.864863932132721;0.00745326979085803;0.8973941802978516;0.8417787551879883;0.8403304219245911;0.010483765974640846;0.8753912448883057;0.8134139776229858
7;0.8805848360061646;0.006547628436237574;0.9066339135169983;0.8607398867607117;0.8954132795333862;0.006932413671165705;0.8891903162002563;0.9040907025337219
8;0.8875304460525513;0.00612356374040246;0.9124882817268372;0.8684755563735962;0.8931692242622375;0.006734151393175125;0.8962702751159668;0.8927093744277954
9;0.8908386826515198;0.005908661056309938;0.915133535861969;0.8727214932441711;0.8854544162750244;0.007925872690975666;0.912585973739624;0.8638744950294495
10;0.8965170979499817;0.005582478828728199;0.918259859085083;0.8803908824920654;0.8963094353675842;0.006794909946620464;0.8978936076164246;0.8979709148406982
11;0.9022934436798096;0.005335195921361446;0.9218040108680725;0.8870197534561157;0.8972228169441223;0.0066711450926959515;0.888685941696167;0.9119717478752136
12;0.90761798620224;0.004999367520213127;0.9267210960388184;0.8925186395645142;0.8803832530975342;0.007388390600681305;0.8831040263175964;0.8878474235534668
13;0.9090186953544617;0.004971898160874844;0.9282394051551819;0.8942428231239319;0.8938724398612976;0.006526111159473658;0.8846932053565979;0.911868155002594
14;0.9195895791053772;0.0042739249765872955;0.9366020560264587;0.9056535363197327;0.8952789902687073;0.006880155298858881;0.8913577795028687;0.9096623063087463
15;0.9246346354484558;0.0039109052158892155;0.9399141073226929;0.9119357466697693;0.9046011567115784;0.00671344855800271;0.9115576148033142;0.9007205963134766
16;0.9195032715797424;0.004270065575838089;0.9371206760406494;0.9053821563720703;0.9025510549545288;0.006615381687879562;0.8948422074317932;0.9136776924133301
17;0.9353047013282776;0.0033169914968311787;0.9490243196487427;0.9236817359924316;0.9022164344787598;0.00779520021751523;0.9059131145477295;0.9032317996025085
18;0.9250499606132507;0.003940854221582413;0.9414418935775757;0.9122526049613953;0.9057939648628235;0.007169224321842194;0.9060804843902588;0.9104546308517456
19;0.9242793917655945;0.004097691737115383;0.9412553310394287;0.9111903309822083;0.9019914269447327;0.007162333000451326;0.8970932960510254;0.91219162940979
20;0.9384772777557373;0.003206390654668212;0.9519051313400269;0.9273504018783569;0.8938922882080078;0.008318205364048481;0.8979734778404236;0.8984228372573853
21;0.9349376559257507;0.0034249378368258476;0.9495713114738464;0.9233995079994202;0.8987528085708618;0.007861651480197906;0.8881981372833252;0.9183493852615356
22;0.9460214972496033;0.002734901150688529;0.9585397839546204;0.9356399178504944;0.8926349878311157;0.008453160524368286;0.8811571002006531;0.9153279066085815
23;0.9309544563293457;0.0037291785702109337;0.9476979374885559;0.9181296825408936;0.9055408239364624;0.008342551998794079;0.8965988159179688;0.9174630641937256
24;0.9489087462425232;0.0025868327356874943;0.9614238142967224;0.9385710954666138;0.8994435667991638;0.008985130116343498;0.8837623000144958;0.9188873767852783
25;0.9358171820640564;0.0034328822512179613;0.9507082104682922;0.9249277114868164;0.9016700983047485;0.008282128721475601;0.8856896758079529;0.9218112230300903
26;0.948993444442749;0.0025973422452807426;0.9612618684768677;0.9389854073524475;0.8999713063240051;0.00884873978793621;0.8952173590660095;0.9108322262763977
27;0.9538081288337708;0.0023215333931148052;0.9655080437660217;0.9444040656089783;0.8980952501296997;0.009480612352490425;0.8912399411201477;0.9111464023590088
28;0.9424402117729187;0.0030476972460746765;0.9568591713905334;0.9310395121574402;0.8927276134490967;0.009413059800863266;0.8774930834770203;0.9181391000747681
29;0.9559151530265808;0.0022156594786792994;0.9677577018737793;0.9464802145957947;0.8987074494361877;0.009187276475131512;0.8850721120834351;0.9189121127128601
30;0.9366685748100281;0.0034419617149978876;0.9533304572105408;0.9246789216995239;0.8961548805236816;0.00879783183336258;0.8748090267181396;0.928557813167572
31;0.957507848739624;0.0021318872459232807;0.9691758751869202;0.9483150243759155;0.9093722701072693;0.010130699723958969;0.893160343170166;0.9290918707847595
32;0.9568688869476318;0.002174115041270852;0.9689114093780518;0.9476832151412964;0.8715107440948486;0.008524758741259575;0.8812797665596008;0.8719353675842285
33;0.9448285102844238;0.0029525072313845158;0.9600231051445007;0.9335152506828308;0.907318115234375;0.009002132341265678;0.9015873074531555;0.917024552822113
34;0.9603142142295837;0.001992043573409319;0.9718988537788391;0.9513365030288696;0.9077546000480652;0.009898542426526546;0.9007153511047363;0.9195972681045532
35;0.951815128326416;0.002538852160796523;0.9644439816474915;0.9420895576477051;0.9058407545089722;0.00881962664425373;0.8815879225730896;0.9377687573432922
36;0.9612623453140259;0.001936554559506476;0.9728221893310547;0.9523987770080566;0.8989541530609131;0.010169300250709057;0.8729713559150696;0.9357069134712219
37;0.9481056928634644;0.002811823505908251;0.9624088406562805;0.937561571598053;0.8962311744689941;0.00771917263045907;0.8801588416099548;0.9240313172340393
38;0.9595872759819031;0.0020289213862270117;0.9716482758522034;0.9502303004264832;0.8996285200119019;0.009870193898677826;0.8808206915855408;0.9305728077888489
39;0.9637653231620789;0.0018058394780382514;0.9751798510551453;0.9551805257797241;0.9066377878189087;0.010565313510596752;0.893452525138855;0.9230268001556396
40;0.9629102349281311;0.0018447369802743196;0.9745731353759766;0.9540898203849792;0.9027998447418213;0.01042039506137371;0.8753733038902283;0.9359570145606995
41;0.9507923126220703;0.002561894478276372;0.9636995196342468;0.9409765601158142;0.905744194984436;0.00900820642709732;0.893016517162323;0.9223095774650574
42;0.9639320969581604;0.0017998970579355955;0.9752988219261169;0.955471932888031;0.9057689905166626;0.01082885917276144;0.9072623252868652;0.9083834290504456
